label,ï»¿publisher,publisherarea,publishertype,year,rawtitle,usedtitle,title_tokens,cluster
385,tempo,national,media,2020,Pelepasliaran Kukang Jawa di Taman Nasional Halimun Salak ,pelepasliaran kukang jawa taman nasional halimun salak,"['pelepasliaran', 'kukang', 'jawa', 'taman', 'nasional', 'halimun', 'salak']",5
386,antaranews,national,media,2020,KSDA Ciamis amankan satwa dilindungi ,ksda ciamis aman satwa lindung,"['ksda', 'ciamis', 'aman', 'satwa', 'lindung']",3
387,bksdajambi,local,government,2020,MENGAWAL SANG PRIMATA KEMBALI KE HABITATNYA,sang primata habitat,"['sang', 'primata', 'habitat']",7
388,kompas,national,media,2020,Foto  Terlihat Menggemaskan   Gigitan Kukang Asal Indonesia Ini Beracun dan Mematikan,foto gemas gigit kukang indonesia racun mati,"['foto', 'gemas', 'gigit', 'kukang', 'indonesia', 'racun', 'mati']",4
389,menlhk,national,government,2020,GAKKUM KLHK SITA      EKOR SATWA DILINDUNGI DARI TAMAN SATWA ILLEGAL DAN TETAPKAN SEORANG TERSANGKA,gakkum klhk sita ekor satwa lindung taman satwa illegal sangka,"['gakkum', 'klhk', 'sita', 'ekor', 'satwa', 'lindung', 'taman', 'satwa', 'illegal', 'sangka']",3
390,indozone,national,media,2020,Mengenal Slow Loris Alias Kukang   Hewan yang Dilindungi Undang,kenal slow lor alias kukang hewan lindung undang,"['kenal', 'slow', 'lor', 'alias', 'kukang', 'hewan', 'lindung', 'undang']",3
391,menlhk,national,government,2020,Balai KSDA Jambi Pelepasliaran Satwa Bersama Direktorat KKH dan BBTN Kerinci Seblat ,balai ksda jambi pelepasliaran satwa direktorat kkh bbtn kerinci seblat,"['balai', 'ksda', 'jambi', 'pelepasliaran', 'satwa', 'direktorat', 'kkh', 'bbtn', 'kerinci', 'seblat']",3
392,liputan6,national,media,2020,FOTO Pengobatan Kukang yang Terluka di Aceh ,foto obat kukang luka aceh,"['foto', 'obat', 'kukang', 'luka', 'aceh']",4
393,merdeka,national,media,2020,Penyelamatan Meli   Bayi Kukang Tanpa Induk,selamat mel bayi kukang induk,"['selamat', 'mel', 'bayi', 'kukang', 'induk']",4
394,suarariau,local,media,2020,Mengintip Perawatan Bayi Kukang di Klinik Satwa BBKSDA Riau ,intip awat bayi kukang klinik satwa bbksda riau,"['intip', 'awat', 'bayi', 'kukang', 'klinik', 'satwa', 'bbksda', 'riau']",1
395,satuharapan,national,media,2020,Seekor Kukang Jawa Temuan Dilepasliarkan ,ekor kukang jawa temu lepasliar,"['ekor', 'kukang', 'jawa', 'temu', 'lepasliar']",5
396,1001indonesia,national,media,2020,Kukang Jawa   Primata Imut yang Semakin Langka,kukang jawa primata imut langka,"['kukang', 'jawa', 'primata', 'imut', 'langka']",5
397,tribunnews,national,media,2020,Warga Sukabumi Ini Pingsan Usai Digigit Kukang   Ternyata Ini Bahaya Racun Satwa Ini Menurut Dokter,warga sukabumi pingsan gigit kukang bahaya racun satwa dokter,"['warga', 'sukabumi', 'pingsan', 'gigit', 'kukang', 'bahaya', 'racun', 'satwa', 'dokter']",0
398,apahabar,national,media,2020,Diduga Tersesat di Permukiman   Kukang Kalimantan Berhasil Dievakuasi ,duga sesat mukim kukang kalimantan hasil evakuasi,"['duga', 'sesat', 'mukim', 'kukang', 'kalimantan', 'hasil', 'evakuasi']",4
399,betahita,national,media,2020,BKSDA Sumut Lepas Burung dan Kukang di TWA Danau Sicike Cike,bksda sumut lepas burung kukang twa danau sicike cike,"['bksda', 'sumut', 'lepas', 'burung', 'kukang', 'twa', 'danau', 'sicike', 'cike']",1
400,lintasgayo,local,media,2020,Seekor Kukang âBeye Anginâ Diserahkan ke BKSDA ,ekor kukang beye angin serah bksda,"['ekor', 'kukang', 'beye', 'angin', 'serah', 'bksda']",0
401,kompas,national,media,2021,Mengenal Kukang Jawa   Spesies Kukang Terbesar di Indonesia,kenal kukang jawa spesies kukang indonesia,"['kenal', 'kukang', 'jawa', 'spesies', 'kukang', 'indonesia']",5
402,antaranews,national,media,2021,BKSDA lepas liarkan lima satwa dilindungi di hutan Aceh ,bksda lepas liar satwa lindung hutan aceh,"['bksda', 'lepas', 'liar', 'satwa', 'lindung', 'hutan', 'aceh']",3
403,antaranews,national,media,2021,   ekor kukang korban penyelundupan kini hidup bebas di habitatnya ,ekor kukang korban selundup hidup bebas habitat,"['ekor', 'kukang', 'korban', 'selundup', 'hidup', 'bebas', 'habitat']",1
404,antaranews,national,media,2021,IPB      spesies primata di Indonesia kemungkinan punah pada          ,ipb spesies primata indonesia punah,"['ipb', 'spesies', 'primata', 'indonesia', 'punah']",7
405,langgam,local,media,2021,Berkas Lengkap   Kasus Perdagangan Kukang di Agam Dilimpahkan Ke Kejaksaan,berkas lengkap dagang kukang agam limpah jaksa,"['berkas', 'lengkap', 'dagang', 'kukang', 'agam', 'limpah', 'jaksa']",4
406,kumparan,national,media,2021,Melihat Pelepasliaran Kukang Jawa di Gunung Ciremai   Satwa yang Terancam Punah,pelepasliaran kukang jawa gunung ciremai satwa ancam punah,"['pelepasliaran', 'kukang', 'jawa', 'gunung', 'ciremai', 'satwa', 'ancam', 'punah']",5
407,antaranews,national,media,2021,Polisi Kepulauan Meranti tangkap pria pemelihara kukang ,polisi pulau meranti tangkap pria pelihara kukang,"['polisi', 'pulau', 'meranti', 'tangkap', 'pria', 'pelihara', 'kukang']",4
408,kompas,national,media,2021,Kukang   Binturong   dan Buaya Diperdagangkan lewat Facebook ,kukang binturong buaya dagang facebook,"['kukang', 'binturong', 'buaya', 'dagang', 'facebook']",4
409,harianrakyataceh,local,media,2021,Santri Darussadah Selamatkan Bue Angen ,santri darussadah selamat bue angen,"['santri', 'darussadah', 'selamat', 'bue', 'angen']",1
410,republika,national,media,2021,Cerita Warga Tasik Soal Kukang yang Awalnya Dikira Kucing ,cerita warga tasik kukang kucing,"['cerita', 'warga', 'tasik', 'kukang', 'kucing']",0
411,tribunnews,national,media,2021,     Hewan Langka Pemalu Menggemaskan Tapi Beracun Bakal Dilepasliarkan di Hutan Ciamis,hewan langka malu gemas racun lepasliar hutan ciamis,"['hewan', 'langka', 'malu', 'gemas', 'racun', 'lepasliar', 'hutan', 'ciamis']",1
412,antaranews,national,media,2021,Santri di Aceh Timur temukan kukang ,santri aceh timur temu kukang,"['santri', 'aceh', 'timur', 'temu', 'kukang']",4
413,sukabumiupdate,local,media,2021,Kukang di Pantai Minajaya Sukabumi      Satwa Pulau Jawa yang Terancam Punah ,kukang pantai minajaya sukabumi satwa pulau jawa ancam punah,"['kukang', 'pantai', 'minajaya', 'sukabumi', 'satwa', 'pulau', 'jawa', 'ancam', 'punah']",7
414,timesindonesia,national,media,2021,Kukang Jawa di Kawasan Pegunungan Sawal Ciamis Mulai Punah ,kukang jawa kawasan gunung sawal ciamis punah,"['kukang', 'jawa', 'kawasan', 'gunung', 'sawal', 'ciamis', 'punah']",5
415,ayobandung,local,media,2021,Kondisi Memprihatinkan   Kukang Jawa yang Dikira Kucing akan Direhab,kondisi prihatin kukang jawa kucing rehab,"['kondisi', 'prihatin', 'kukang', 'jawa', 'kucing', 'rehab']",5
416,antaranews,national,media,2021,Empat kukang dan dua musang dilepasliarkan di hutan Bangka ,kukang musang lepasliar hutan bangka,"['kukang', 'musang', 'lepasliar', 'hutan', 'bangka']",1
417,kumparan,national,media,2021,   Satwa yang Dilindungi Dikembalikan ke Habitatnya di Sumsel,satwa lindung habitat sumsel,"['satwa', 'lindung', 'habitat', 'sumsel']",3
418,kompas,national,media,2021,Dikira Kucing   Hewan Langka Kukang Jawa Tertangkap Warga di Tasikmalaya   Lemas dan Luka,kucing hewan langka kukang jawa tangkap warga tasikmalaya lemas luka,"['kucing', 'hewan', 'langka', 'kukang', 'jawa', 'tangkap', 'warga', 'tasikmalaya', 'lemas', 'luka']",5
419,detik,national,media,2021,Jarang Terjadi   Orang Utan Terekam Makan Kukang   Ini Hasil Penelitian Unas,jarang utan rekam makan kukang hasil teliti unas,"['jarang', 'utan', 'rekam', 'makan', 'kukang', 'hasil', 'teliti', 'unas']",1
420,harianhaluan,national,media,2021,Setelah Jalani Perawatan   Delapan Ekor Kukang Dilepasliarkan di Hutan Konservasi,jalan awat delapan ekor kukang lepasliar hutan konservasi,"['jalan', 'awat', 'delapan', 'ekor', 'kukang', 'lepasliar', 'hutan', 'konservasi']",1
421,kompas,national,media,2021,Kenali      Spesies Primata Asli Nusantara yang Dilindungi ,kenal spesies primata asli nusantara lindung,"['kenal', 'spesies', 'primata', 'asli', 'nusantara', 'lindung']",7
422,kompas,national,media,2021,   Primata Langka Sitaan di Jakarta Dibawa ke Bangka   Ini Daftarnya,primata langka sita jakarta bawa bangka daftar,"['primata', 'langka', 'sita', 'jakarta', 'bawa', 'bangka', 'daftar']",7
423,kompas,national,media,2021,   Hewan Paling Bau di Dunia  ,hewan bau dunia,"['hewan', 'bau', 'dunia']",1
424,mongabay,national,media,2021,Membaca Hubungan Masyarakat Bangka Belitung dengan Alam Melalui Sastra Lisan,baca hubung masyarakat bangka belitung alam sastra lisan,"['baca', 'hubung', 'masyarakat', 'bangka', 'belitung', 'alam', 'sastra', 'lisan']",6
425,kompas,national,media,2021,   Satwa Dilindungi Dilepasliarkan ke Kawasan Suaka Margasatwa Padang Sugihan   Banyuasin,satwa lindung lepasliar kawasan suaka margasatwa padang sugih banyuasin,"['satwa', 'lindung', 'lepasliar', 'kawasan', 'suaka', 'margasatwa', 'padang', 'sugih', 'banyuasin']",3
426,kompas,national,media,2021,Akhir Kasus Penyelundupan Satwa Langka Kukang di Sumbar   Pelaku Dihukum        Tahun Penjara      Kukang Dilepasliarkan  ,selundup satwa langka kukang sumbar hukum tahun penjara kukang lepasliar,"['selundup', 'satwa', 'langka', 'kukang', 'sumbar', 'hukum', 'tahun', 'penjara', 'kukang', 'lepasliar']",4
427,tribunnews,national,media,2021,Tiga Kukang dari Ciamis Dikirim ke Pusat Rehabilitasi Bogor   Dua Satwa Dilindungi Ini Terluka,kukang ciamis kirim pusat rehabilitasi bogor satwa lindung luka,"['kukang', 'ciamis', 'kirim', 'pusat', 'rehabilitasi', 'bogor', 'satwa', 'lindung', 'luka']",3
428,antaranews,national,media,2021,Elang   alap alap   dan kukang dilepas ke alam untuk peringati HCPSN ,elang alap alap kukang lepas alam hcpsn,"['elang', 'alap', 'alap', 'kukang', 'lepas', 'alam', 'hcpsn']",6
429,inews,national,media,2021,Sempat Dikira Musang   Kukang Temuan Warga di Pekarangan Diserahkan ke BKSDA Sumbar,musang kukang temu warga pekarang serah bksda sumbar,"['musang', 'kukang', 'temu', 'warga', 'pekarang', 'serah', 'bksda', 'sumbar']",0
430,infopublik,national,media,2021,Elang Ular Bido   Alap alap Besra dan Kukang Jawa Dilepasliarkan di TNGHS Bogor,elang ular bido alap alap besra kukang jawa lepasliar tnghs bogor,"['elang', 'ular', 'bido', 'alap', 'alap', 'besra', 'kukang', 'jawa', 'lepasliar', 'tnghs', 'bogor']",5
431,mongabay,national,media,2021,Catatan Akhir Tahun Dinarasikan âHarta Karunâ   Eksploitasi Mineral di Kepulauan Bangka Belitung Berlanjut,catat tahun narasi harta karun eksploitasi mineral pulau bangka belitung,"['catat', 'tahun', 'narasi', 'harta', 'karun', 'eksploitasi', 'mineral', 'pulau', 'bangka', 'belitung']",1
432,idntimes,national,media,2021,Potret Pelepasliaran Kucing Akar   Kukang hingga Binturong di Siranggas,potret pelepasliaran kucing akar kukang binturong siranggas,"['potret', 'pelepasliaran', 'kucing', 'akar', 'kukang', 'binturong', 'siranggas']",1
433,kompas,national,media,2021,Seekor Tapir yang Dilepasliarkan BKSDA Ditemukan di Jalan Raya   Videonya Viral  ,ekor tapir lepasliar bksda temu jalan raya video viral,"['ekor', 'tapir', 'lepasliar', 'bksda', 'temu', 'jalan', 'raya', 'video', 'viral']",0
434,mongabay,national,media,2021,Perlukah Perkebunan Sawit di Malang?,kebun sawit malang,"['kebun', 'sawit', 'malang']",1
435,tribunnews,national,media,2021,Jarang Terjadi   Orangutan Membunuh Kukang Lalu Memakannya   Terjadi di Kalimantan Tengah,jarang orangutan bunuh kukang makan kalimantan tengah,"['jarang', 'orangutan', 'bunuh', 'kukang', 'makan', 'kalimantan', 'tengah']",1
436,kompas,national,media,2021,Pertama Kali   Orangutan Tertangkap Kamera Membunuh dan Memakan Kukang  ,orangutan tangkap kamera bunuh makan kukang,"['orangutan', 'tangkap', 'kamera', 'bunuh', 'makan', 'kukang']",1
437,kompas,national,media,2021,   Fauna Pulau Jawa yang Hampir Punah  ,fauna pulau jawa punah,"['fauna', 'pulau', 'jawa', 'punah']",7
438,goodnewsfromindonesia,national,media,2021,Gunung Gede Pangrango   Tempat Sakral bagi Masyarakat Sunda dalam Catatan Bujangga Manik,gunung gede pangrango sakral masyarakat sunda catat bujangga manik,"['gunung', 'gede', 'pangrango', 'sakral', 'masyarakat', 'sunda', 'catat', 'bujangga', 'manik']",1
439,pikiran-rakyat,national,media,2021,Mengenal Kukang Jawa   Salah Satu Satwa yang Dilindungi,kenal kukang jawa salah satwa lindung,"['kenal', 'kukang', 'jawa', 'salah', 'satwa', 'lindung']",3
440,grid,national,media,2021,Mengulik Ragam Fauna Khas Pulau Jawa   Ini    Jenis Hewan yang Dilindungi dan Nyaris Punah ,ulik ragam fauna khas pulau jawa jenis hewan lindung punah,"['ulik', 'ragam', 'fauna', 'khas', 'pulau', 'jawa', 'jenis', 'hewan', 'lindung', 'punah']",7
441,tribunnews,national,media,2021,BKSDA Sumbar Lepas Liarkan    Kukang dan    Elang di Cagar Alam Maninjau   Satwa Diserahkan Warga,bksda sumbar lepas liar kukang elang cagar alam maninjau satwa serah warga,"['bksda', 'sumbar', 'lepas', 'liar', 'kukang', 'elang', 'cagar', 'alam', 'maninjau', 'satwa', 'serah', 'warga']",6
442,tribunnews,national,media,2021,BKSDA Sumbar Lepasliarkan    Ekor Kukang di Kawasan Hutan Konservasi Cagar Alam Maninjau,bksda sumbar lepasliar ekor kukang kawasan hutan konservasi cagar alam maninjau,"['bksda', 'sumbar', 'lepasliar', 'ekor', 'kukang', 'kawasan', 'hutan', 'konservasi', 'cagar', 'alam', 'maninjau']",0
443,indeksnews,national,media,2021,   Ekor Kukang Yang Ditemukan di Tiang Listrik Diserahkan ke BKSDA Agam,ekor kukang temu tiang listrik serah bksda agam,"['ekor', 'kukang', 'temu', 'tiang', 'listrik', 'serah', 'bksda', 'agam']",0
444,jawapos,local,media,2021,Patroli Cyber Lacak Transaksi Ilegal   Sita Kukang Jawa   Binturong dan Buaya,patroli cyber lacak transaksi ilegal sita kukang jawa binturong buaya,"['patroli', 'cyber', 'lacak', 'transaksi', 'ilegal', 'sita', 'kukang', 'jawa', 'binturong', 'buaya']",5
445,tribunnews,national,media,2021,Polresta Yogyakarta Gagalkan Jual Beli Satwa Dilindungi   Ada Buaya Muara dan Kukang Jawa,polresta yogyakarta gagal jual beli satwa lindung buaya muara kukang jawa,"['polresta', 'yogyakarta', 'gagal', 'jual', 'beli', 'satwa', 'lindung', 'buaya', 'muara', 'kukang', 'jawa']",2
446,kompas,national,media,2021,Tangkap dan Simpan Kukang di Rumah   Warga Riau Ditangkap Polisi,tangkap simpan kukang rumah warga riau tangkap polisi,"['tangkap', 'simpan', 'kukang', 'rumah', 'warga', 'riau', 'tangkap', 'polisi']",0
447,tribunnews,national,media,2021,Resor Konservasi Wilayah      Aceh Utara Lepasliarkan Kukang yang Ditemukan Warga,resor konservasi wilayah aceh utara lepasliar kukang temu warga,"['resor', 'konservasi', 'wilayah', 'aceh', 'utara', 'lepasliar', 'kukang', 'temu', 'warga']",0
448,grid,national,media,2021,Terlihat Lucu dan Menggemaskan   Kukang Ternyata punya Gigitan yang Beracun Ini    Fakta Lainnya ,lucu gemas kukang gigit racun fakta,"['lucu', 'gemas', 'kukang', 'gigit', 'racun', 'fakta']",4
449,antaranews,national,media,2021,Tujuh Owa dan Kukang Sumatera jalani rehabilitasi di Bangka ,tujuh owa kukang sumatera jalan rehabilitasi bangka,"['tujuh', 'owa', 'kukang', 'sumatera', 'jalan', 'rehabilitasi', 'bangka']",4
450,tirto,national,media,2021,Orang Utan Makan Kukang Manifestasi Evolusi & Perubahan Lingkungan,utan makan kukang manifestasi evolusi ubah lingkung,"['utan', 'makan', 'kukang', 'manifestasi', 'evolusi', 'ubah', 'lingkung']",1
451,tribunnews,national,media,2021,BKSDA Kalbar Lepas Liarkan Kukang   Primata imut yang Bergerak Lambat  ,bksda kalbar lepas liar kukang primata imut gerak lambat,"['bksda', 'kalbar', 'lepas', 'liar', 'kukang', 'primata', 'imut', 'gerak', 'lambat']",6
452,antaranews,national,media,2021,Pelepasliaran elang dan kukang ke hutan cagar alam Maninjau ,pelepasliaran elang kukang hutan cagar alam maninjau,"['pelepasliaran', 'elang', 'kukang', 'hutan', 'cagar', 'alam', 'maninjau']",6
453,okezone,national,media,2021,Viral Leletnya Kukang Menyeberang Jalan   Netizen Pengin Gue Gendong Biar Cepat,viral lelet kukang seberang jalan netizen pengin gue gendong biar cepat,"['viral', 'lelet', 'kukang', 'seberang', 'jalan', 'netizen', 'pengin', 'gue', 'gendong', 'biar', 'cepat']",4
454,liputan6,national,media,2021,FOTO Melihat Owa dan Kukang Jawa Dilepas di Hutan Jantho ,foto owa kukang jawa lepas hutan jantho,"['foto', 'owa', 'kukang', 'jawa', 'lepas', 'hutan', 'jantho']",5
455,antaranews,national,media,2021,Balai TN Gunung Halimun Salak lepasliarkan elang   alap alap   dan kukang peringati HCPSN ,balai tn gunung halimun salak lepasliar elang alap alap kukang hcpsn,"['balai', 'tn', 'gunung', 'halimun', 'salak', 'lepasliar', 'elang', 'alap', 'alap', 'kukang', 'hcpsn']",1
456,kumparan,national,media,2021,Hewan Kukang Bikin Listrik Pemukiman Warga di Bintan Padam,hewan kukang bikin listrik mukim warga bintan padam,"['hewan', 'kukang', 'bikin', 'listrik', 'mukim', 'warga', 'bintan', 'padam']",4
457,beritajatim,local,media,2021,Hari Kukang International Simak Fakta Unik Hewan yang Tiga Kali Lebih Kuat dari Manusia Ini,kukang international simak fakta unik hewan kuat manusia,"['kukang', 'international', 'simak', 'fakta', 'unik', 'hewan', 'kuat', 'manusia']",4
458,antaranews,national,media,2021,BKSDA kerahkan tim siber untuk mengatasi perdagangan satwa dilindungi ,bksda kerah tim siber dagang satwa lindung,"['bksda', 'kerah', 'tim', 'siber', 'dagang', 'satwa', 'lindung']",3
459,timesindonesia,national,media,2021,Lindungi Satwa Liar        Kukang Jawa Dilepas di Cagar Alam Situ Lengkong Panjalu Ciamis ,lindung satwa liar kukang jawa lepas cagar alam situ lengkong panjalu ciamis,"['lindung', 'satwa', 'liar', 'kukang', 'jawa', 'lepas', 'cagar', 'alam', 'situ', 'lengkong', 'panjalu', 'ciamis']",6
460,monitorriau,local,media,2021,Komunitas SAMUDRA Dumai Selamatkan Dua Ekor Kukang,komunitas samudra dumai selamat ekor kukang,"['komunitas', 'samudra', 'dumai', 'selamat', 'ekor', 'kukang']",0
461,prokal,local,media,2021,Gangguan Jaringan karena Binatang hingga Kendala MOV PLTU Berau ,ganggu jaring binatang kendala mov pltu rau,"['ganggu', 'jaring', 'binatang', 'kendala', 'mov', 'pltu', 'rau']",1
462,mongabay,national,media,2021,Sedihnya   Lima Anak Lutung Jawa Sitaan Itu Mati,sedih anak lutung jawa sita mati,"['sedih', 'anak', 'lutung', 'jawa', 'sita', 'mati']",5
463,antaranews,national,media,2021,PT Timah   Alobi Bangka lepasliarkan enam ekor satwa langka ,pt timah alobi bangka lepasliar enam ekor satwa langka,"['pt', 'timah', 'alobi', 'bangka', 'lepasliar', 'enam', 'ekor', 'satwa', 'langka']",1
464,detik,national,media,2021,Mengenal Garis Pemisah Fauna Indonesia Timur dan Tengah,kenal garis pisah fauna indonesia timur tengah,"['kenal', 'garis', 'pisah', 'fauna', 'indonesia', 'timur', 'tengah']",1
465,detik,national,media,2021,Persebaran Fauna di Indonesia Bagian Barat dan Tengah,sebar fauna indonesia barat tengah,"['sebar', 'fauna', 'indonesia', 'barat', 'tengah']",1
466,prokal,local,media,2021,Pemadaman Diluar Kendali PLN ,madam kendali pln,"['madam', 'kendali', 'pln']",1
467,antaranews,national,media,2021,Ratusan satwa dilindungi dilepasliarkan selama periode Januari Juli   begini penjelasannya ,ratus satwa lindung lepasliar periode januari juli,"['ratus', 'satwa', 'lindung', 'lepasliar', 'periode', 'januari', 'juli']",3
468,jawapos,local,media,2021,Kembalikan Burung Merak ke Habitat Asli,burung merak habitat asli,"['burung', 'merak', 'habitat', 'asli']",1
469,presmedia,national,media,2021,Ini Penyebabnya Listrik di Kelurahan Sei Lekop dan Gunung Lengkuas Padam,listrik lurah sei lekop gunung lengkuas padam,"['listrik', 'lurah', 'sei', 'lekop', 'gunung', 'lengkuas', 'padam']",1
470,kumparan,national,media,2021,Sepanjang            BKSDA Jambi Telah Lepasliarkan Ribuan Satwa ke Habibat Aslinya,bksda jambi lepasliar ribu satwa habibat asli,"['bksda', 'jambi', 'lepasliar', 'ribu', 'satwa', 'habibat', 'asli']",1
471,antaranews,national,media,2021,AEER PLTU batu bara ancam gajah dan harimau sumatra ,aeer pltu batu bara ancam gajah harimau sumatra,"['aeer', 'pltu', 'batu', 'bara', 'ancam', 'gajah', 'harimau', 'sumatra']",1
472,akurat,national,media,2021,Maraknya Pengguna Senapan Gas di Babel Mengancam Kepunahan Satwa ,marak senapan gas babel ancam punah satwa,"['marak', 'senapan', 'gas', 'babel', 'ancam', 'punah', 'satwa']",7
473,mojok,national,media,2021,Pelihara Primata buat Pamer di Medsos Nggak Semenyenangkan Itu ,pelihara primata pamer medsos nggak senang,"['pelihara', 'primata', 'pamer', 'medsos', 'nggak', 'senang']",7
474,tribunnews,national,media,2021,   Hewan yang Memiliki Sifat Pemalu dan Mulai Langka   Ada Pika Hingga Tapir,hewan milik sifat malu langka pika tapir,"['hewan', 'milik', 'sifat', 'malu', 'langka', 'pika', 'tapir']",1
475,republika,national,media,2021,KSDA Agam Catat      Konflik Manusia dan Hewan di          ,ksda agam catat konflik manusia hewan,"['ksda', 'agam', 'catat', 'konflik', 'manusia', 'hewan']",1
476,indozone,national,media,2021,Viral Kukang Terdampar Diselamatkan Warga   Tersenyum Seakan Terima Kasih ke Penyelamat ,viral kukang dampar selamat warga senyum terima kasih selamat,"['viral', 'kukang', 'dampar', 'selamat', 'warga', 'senyum', 'terima', 'kasih', 'selamat']",0
477,titiknol,local,media,2021,Warga Serang Serahkan Burung Kakatua Jambul Kuning ke BKSDA,warga serang serah burung kakatua jambul kuning bksda,"['warga', 'serang', 'serah', 'burung', 'kakatua', 'jambul', 'kuning', 'bksda']",0
478,pikiran-rakyat,national,media,2021,Manfaat Hewan Kukang Pada Serat Centhini   Bisa Atasi Perut Kembung,manfaat hewan kukang serat centhini perut kembung,"['manfaat', 'hewan', 'kukang', 'serat', 'centhini', 'perut', 'kembung']",4
479,inews,national,media,2021,   Satwa Dilindungi Dilepasliarkan di Hutan Biologi Universitas Andalas,satwa lindung lepasliar hutan biologi universitas andalas,"['satwa', 'lindung', 'lepasliar', 'hutan', 'biologi', 'universitas', 'andalas']",3
480,detik,national,media,2021,BKSDA Riau Lepasliarkan    Elang Dilindungi dan      Jalak Kebo di Inhil,bksda riau lepasliar elang lindung jalak kebo inhil,"['bksda', 'riau', 'lepasliar', 'elang', 'lindung', 'jalak', 'kebo', 'inhil']",1
481,kompas,national,media,2021,Alas Petungkriyono di Simpang Jalan ,alas petungkriyono simpang jalan,"['alas', 'petungkriyono', 'simpang', 'jalan']",1
482,beritautama,national,media,2021,Kukang dalam bahaya perdagangan kotor dengan kera selundupan ,kukang bahaya dagang kotor kera selundup,"['kukang', 'bahaya', 'dagang', 'kotor', 'kera', 'selundup']",4
483,suaraindonesia,national,media,2021,Pantai Bandealit Jember Jadi Surga Bagi Pecinta Fotografi ,pantai bandealit jember surga cinta fotografi,"['pantai', 'bandealit', 'jember', 'surga', 'cinta', 'fotografi']",1
484,primaberita,national,media,2021,Fakta Unik Hewan Kukang yang Imut dan Menggemaskan ,fakta unik hewan kukang imut gemas,"['fakta', 'unik', 'hewan', 'kukang', 'imut', 'gemas']",4
485,mongabay,national,media,2021,Mengenal    Jenis Kucing Terbesar di Planet Bumi,kenal jenis kucing planet bumi,"['kenal', 'jenis', 'kucing', 'planet', 'bumi']",1
486,idntimes,national,media,2021,   Hewan Menggemaskan yang Ternyata Kejam   Gak Nyangka,hewan gemas kejam gak nyangka,"['hewan', 'gemas', 'kejam', 'gak', 'nyangka']",1
487,tribunnews,national,media,2021,     Hutan Keramat di Ciamis Ditetapkan Jadi KEE   Apa dan kenapa di Hutan Keramat   Simak Penjelasannya,hutan keramat ciamis kee hutan keramat simak,"['hutan', 'keramat', 'ciamis', 'kee', 'hutan', 'keramat', 'simak']",1
488,kaltengtoday,local,media,2021,Hutan Desa Bukit Bamba Berpotensi Sebagai Hutan Penelitian ,hutan desa bukit bamba potensi hutan teliti,"['hutan', 'desa', 'bukit', 'bamba', 'potensi', 'hutan', 'teliti']",1
489,kompas,national,media,2021,Keterlibatan Generasi Muda untuk Pelestarian Keanekaragaman Hayati ,libat generasi muda lestari keanekaragaman hayati,"['libat', 'generasi', 'muda', 'lestari', 'keanekaragaman', 'hayati']",1
490,jawapos,local,media,2021,Geliat Ekowisata di Tengah Pandemi Covid,geliat ekowisata tengah pandemi covid,"['geliat', 'ekowisata', 'tengah', 'pandemi', 'covid']",1
491,kompas,national,media,2021,Laporan IUCN            Indonesia Punya        Fauna Kritis Terancam Punah        Spesies Adalah Mamalia,lapor iucn indonesia fauna kritis ancam punah spesies mamalia,"['lapor', 'iucn', 'indonesia', 'fauna', 'kritis', 'ancam', 'punah', 'spesies', 'mamalia']",7
492,kompas,national,media,2021,Teror Senapan Angin terhadap Perlindungan Satwa  ,teror senapan angin lindung satwa,"['teror', 'senapan', 'angin', 'lindung', 'satwa']",3
493,kompas,national,media,2021,Itinerary Seharian Wisata di Banjarnegara Jateng   Main ke Desa Wisata  ,itinerary wisata banjarnegara jateng main desa wisata,"['itinerary', 'wisata', 'banjarnegara', 'jateng', 'main', 'desa', 'wisata']",1
494,idntimes,national,media,2021,     Hewan Lucu tapi Bisa Berbahaya   Jangan Dipelihara,hewan lucu bahaya pelihara,"['hewan', 'lucu', 'bahaya', 'pelihara']",4
495,detik,national,media,2021,Lahan Bekas Tambang di Babel Disulap Jadi Tempat Konservasi,lahan bekas tambang babel sulap konservasi,"['lahan', 'bekas', 'tambang', 'babel', 'sulap', 'konservasi']",1
496,tribunnews,national,media,2021,Sujud Syukur      Napi   Merdeka dari Lapas Bulak Bekasi Berkat Remisi HUT ke,sujud syukur napi merdeka lapas bulak bekas berkat remisi hut,"['sujud', 'syukur', 'napi', 'merdeka', 'lapas', 'bulak', 'bekas', 'berkat', 'remisi', 'hut']",1
497,kompas,national,media,2021,Hari Konservasi Kehidupan Liar Sedunia   Yuk Intip    Kawasan Konservasi di Indonesia  ,konservasi hidup liar dunia yuk intip kawasan konservasi indonesia,"['konservasi', 'hidup', 'liar', 'dunia', 'yuk', 'intip', 'kawasan', 'konservasi', 'indonesia']",6
498,tribunnews,national,media,2021,Desa Pelangas Siap Sajikan Wisata Edukatif Geosite dan Budaya Kearifan Lokal,desa pelangas saji wisata edukatif geosite budaya arif lokal,"['desa', 'pelangas', 'saji', 'wisata', 'edukatif', 'geosite', 'budaya', 'arif', 'lokal']",1
499,kukangku,national,community,2021,   Fakta Kukang   Si Primata Pemalu Bermata Bulan ,fakta kukang si primata malu,"['fakta', 'kukang', 'si', 'primata', 'malu']",7
